,division_code,division_name,major_group_code,major_group_name,industry_group_code,industry_group_name
274,D,Manufacturing,25,Furniture And Fixtures,2512,"Wood Household Furniture, Upholstered"
275,D,Manufacturing,25,Furniture And Fixtures,2514,Metal Household Furniture
276,D,Manufacturing,25,Furniture And Fixtures,2515,"Mattresses, Foundations, and Convertible Beds"
277,D,Manufacturing,25,Furniture And Fixtures,2517,"Wood Television, Radio, Phonograph, and Sewing Machine Cabinets"
278,D,Manufacturing,25,Furniture And Fixtures,2519,"Household Furniture, Not Elsewhere Classified"
279,D,Manufacturing,25,Furniture And Fixtures,2520,OFFICE FURNITURE
280,D,Manufacturing,25,Furniture And Fixtures,2521,Wood Office Furniture
281,D,Manufacturing,25,Furniture And Fixtures,2522,"Office Furniture, Except Wood"
282,D,Manufacturing,25,Furniture And Fixtures,2531,Public Building and Related Furniture
283,D,Manufacturing,25,Furniture And Fixtures,2540,"PARTITIONS, SHELVG, LOCKERS, & OFFICE & STORE FIXTURES"
284,D,Manufacturing,25,Furniture And Fixtures,2541,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers"
285,D,Manufacturing,25,Furniture And Fixtures,2542,"Office and Store Fixtures, Partitions, Shelving, and Lockers, Except Wood"
286,D,Manufacturing,25,Furniture And Fixtures,2590,MISCELLANEOUS FURNITURE & FIXTURES
287,D,Manufacturing,25,Furniture And Fixtures,2591,Drapery Hardware and Window Blinds and Shades
288,D,Manufacturing,25,Furniture And Fixtures,2599,"Furniture and Fixtures, Not Elsewhere Classified"
289,D,Manufacturing,26,Paper And Allied Products,2600,PAPERS & ALLIED PRODUCTS
290,D,Manufacturing,26,Paper And Allied Products,2611,Pulp Mills
291,D,Manufacturing,26,Paper And Allied Products,2621,Paper Mills
292,D,Manufacturing,26,Paper And Allied Products,2631,Paperboard Mills
293,D,Manufacturing,26,Paper And Allied Products,2650,PAPERBOARD CONTAINERS & BOXES
294,D,Manufacturing,26,Paper And Allied Products,2652,Setup Paperboard Boxes
295,D,Manufacturing,26,Paper And Allied Products,2653,Corrugated and Solid Fiber Boxes
296,D,Manufacturing,26,Paper And Allied Products,2655,"Fiber Cans, Tubes, Drums, and Similar Products"
297,D,Manufacturing,26,Paper And Allied Products,2656,"Sanitary Food Containers, Except Folding"
298,D,Manufacturing,26,Paper And Allied Products,2657,"Folding Paperboard Boxes, Including Sanitary"
299,D,Manufacturing,26,Paper And Allied Products,2670,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTANERS/BOXES)
300,D,Manufacturing,26,Paper And Allied Products,2671,"Packaging Paper and Plastics Film, Coated and Laminated"
301,D,Manufacturing,26,Paper And Allied Products,2672,"Coated and Laminated Paper, Not Elsewhere Classified"
302,D,Manufacturing,26,Paper And Allied Products,2673,"Plastics, Foil, and Coated Paper Bags"
303,D,Manufacturing,26,Paper And Allied Products,2674,Uncoated Paper and Multiwall Bags
304,D,Manufacturing,26,Paper And Allied Products,2675,Die-Cut Paper and Paperboard and Cardboard
305,D,Manufacturing,26,Paper And Allied Products,2676,Sanitary Paper Products
306,D,Manufacturing,26,Paper And Allied Products,2677,Envelopes
307,D,Manufacturing,26,Paper And Allied Products,2678,"Stationery, Tablets, and Related Products"
308,D,Manufacturing,26,Paper And Allied Products,2679,"Converted Paper and Paperboard Products, Not Elsewhere Classified"
309,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2711,"Newspapers: Publishing, or Publishing and Printing"
310,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2721,"Periodicals: Publishing, or Publishing and Printing"
311,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2731,"Books: Publishing, or Publishing and Printing"
312,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2732,Book Printing
313,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2741,Miscellaneous Publishing
314,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2750,COMMERCIAL PRINTING
315,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2752,"Commercial Printing, Lithographic"
316,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2754,"Commercial Printing, Gravure"
317,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2759,"Commercial Printing, Not Elsewhere Classified"
318,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2761,Manifold Business Forms
319,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2771,Greeting Cards
320,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2780,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK"
321,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2782,"Blankbooks, Looseleaf Binders and Devices"
322,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2789,Bookbinding and Related Work
323,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2790,SERVICE INDUSTRIES FOR THE PRINTING TRADE
324,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2791,Typesetting
325,D,Manufacturing,27,"Printing, Publishing, And Allied Industries",2796,Platemaking and Related Services
326,D,Manufacturing,28,Chemicals And Allied Products,2800,CHEMICALS & ALLIED PRODUCTS
327,D,Manufacturing,28,Chemicals And Allied Products,2810,INDUSTRIAL INORGANIC CHEMICALS
328,D,Manufacturing,28,Chemicals And Allied Products,2812,Alkalies and Chlorine
329,D,Manufacturing,28,Chemicals And Allied Products,2813,Industrial Gases
330,D,Manufacturing,28,Chemicals And Allied Products,2816,Inorganic Pigments
331,D,Manufacturing,28,Chemicals And Allied Products,2819,"Industrial Inorganic Chemicals, Not Elsewhere Classified"
332,D,Manufacturing,28,Chemicals And Allied Products,2820,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)"
333,D,Manufacturing,28,Chemicals And Allied Products,2821,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elastomers"
334,D,Manufacturing,28,Chemicals And Allied Products,2822,Synthetic Rubber (Vulcanizable Elastomers)
335,D,Manufacturing,28,Chemicals And Allied Products,2823,Cellulosic Manmade Fibers
336,D,Manufacturing,28,Chemicals And Allied Products,2824,"Manmade Organic Fibers, Except Cellulosic"
337,D,Manufacturing,28,Chemicals And Allied Products,2833,Medicinal Chemicals and Botanical Products
338,D,Manufacturing,28,Chemicals And Allied Products,2834,Pharmaceutical Preparations
339,D,Manufacturing,28,Chemicals And Allied Products,2835,In Vitro and In Vivo Diagnostic Substances
340,D,Manufacturing,28,Chemicals And Allied Products,2836,"Biological Products, Except Diagnostic Substances"
341,D,Manufacturing,28,Chemicals And Allied Products,2840,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS"
342,D,Manufacturing,28,Chemicals And Allied Products,2841,"Soap and Other Detergents, Except Specialty Cleaners"
343,D,Manufacturing,28,Chemicals And Allied Products,2842,"Specialty Cleaning, Polishing, and Sanitation Preparations"
344,D,Manufacturing,28,Chemicals And Allied Products,2843,"Surface Active Agents, Finishing Agents, Sulfonated Oils, and Assistants"
345,D,Manufacturing,28,Chemicals And Allied Products,2844,"Perfumes, Cosmetics, and Other Toilet Preparations"
346,D,Manufacturing,28,Chemicals And Allied Products,2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
347,D,Manufacturing,28,Chemicals And Allied Products,2860,INDUSTRIAL ORGANIC CHEMICALS
348,D,Manufacturing,28,Chemicals And Allied Products,2861,Gum and Wood Chemicals
349,D,Manufacturing,28,Chemicals And Allied Products,2865,"Cyclic Organic Crudes and Intermediates, and Organic Dyes and Pigments"
350,D,Manufacturing,28,Chemicals And Allied Products,2869,"Industrial Organic Chemicals, Not Elsewhere Classified"
351,D,Manufacturing,28,Chemicals And Allied Products,2870,AGRICULTURAL CHEMICALS
352,D,Manufacturing,28,Chemicals And Allied Products,2873,Nitrogenous Fertilizers
353,D,Manufacturing,28,Chemicals And Allied Products,2874,Phosphatic Fertilizers
354,D,Manufacturing,28,Chemicals And Allied Products,2875,"Fertilizers, Mixing Only"
355,D,Manufacturing,28,Chemicals And Allied Products,2879,"Pesticides and Agricultural Chemicals, Not Elsewhere Classified"
356,D,Manufacturing,28,Chemicals And Allied Products,2890,MISCELLANEOUS CHEMICAL PRODUCTS
357,D,Manufacturing,28,Chemicals And Allied Products,2891,Adhesives and Sealants
358,D,Manufacturing,28,Chemicals And Allied Products,2892,Explosives
359,D,Manufacturing,28,Chemicals And Allied Products,2893,Printing Ink
360,D,Manufacturing,28,Chemicals And Allied Products,2895,Carbon Black
361,D,Manufacturing,28,Chemicals And Allied Products,2899,"Chemicals and Chemical Preparations, Not Elsewhere Classified"
362,D,Manufacturing,29,Petroleum Refining And Related Industries,2911,Petroleum Refining
363,D,Manufacturing,29,Petroleum Refining And Related Industries,2950,ASPHALT PAVING & ROOFING MATERIALS
364,D,Manufacturing,29,Petroleum Refining And Related Industries,2951,Asphalt Paving Mixtures and Blocks
365,D,Manufacturing,29,Petroleum Refining And Related Industries,2952,Asphalt Felts and Coatings
366,D,Manufacturing,29,Petroleum Refining And Related Industries,2990,MISCELLANEOUS PRODUCTS OF PETROLEUM & COAL
367,D,Manufacturing,29,Petroleum Refining And Related Industries,2992,Lubricating Oils and Greases
368,D,Manufacturing,29,Petroleum Refining And Related Industries,2999,"Products of Petroleum and Coal, Not Elsewhere Classified"
369,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3011,Tires and Inner Tubes
370,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3021,Rubber and Plastics Footwear
371,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3050,"GASKETS, PACKG & SEALG DEVICES & RUBBER & PLASTICS HOSE"
372,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3052,Rubber and Plastics Hose and Belting
373,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3053,"Gaskets, Packing, and Sealing Devices"
374,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3060,"FABRICATED RUBBER PRODUCTS, NEC"
375,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3061,"Molded, Extruded, and Lathe-Cut Mechanical Rubber Goods"
376,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3080,MISCELLANEOUS PLASTICS PRODUCTS
377,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3081,Unsupported Plastics Film and Sheet
378,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3082,Unsupported Plastics Profile Shapes
379,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3083,"Laminated Plastics Plate, Sheet, and Profile Shapes"
380,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3084,Plastics Pipe
381,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3085,Plastics Bottles
382,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3086,Plastics Foam Products
383,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3087,Custom Compounding of Purchased Plastics Resins
384,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3088,Plastics Plumbing Fixtures
385,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,3089,"Plastics Products, Not Elsewhere Classified"
386,D,Manufacturing,30,Rubber And Miscellaneous Plastics Products,Fabricated,"Rubber Products, Not Elsewhere Classified"
387,D,Manufacturing,31,Leather And Leather Products,3100,LEATHER & LEATHER PRODUCTS
388,D,Manufacturing,31,Leather And Leather Products,3111,Leather Tanning and Finishing
389,D,Manufacturing,31,Leather And Leather Products,3131,Boot and Shoe Cut Stock and Findings
390,D,Manufacturing,31,Leather And Leather Products,3140,"FOOTWEAR, (NO RUBBER)"
391,D,Manufacturing,31,Leather And Leather Products,3142,House Slippers
392,D,Manufacturing,31,Leather And Leather Products,3143,"Men's Footwear, Except Athletic"
393,D,Manufacturing,31,Leather And Leather Products,3144,"Women's Footwear, Except Athletic"
394,D,Manufacturing,31,Leather And Leather Products,3149,"Footwear, Except Rubber, Not Elsewhere Classified"
395,D,Manufacturing,31,Leather And Leather Products,3151,Leather Gloves and Mittens
396,D,Manufacturing,31,Leather And Leather Products,3161,Luggage
397,D,Manufacturing,31,Leather And Leather Products,3171,Women's Handbags and Purses
398,D,Manufacturing,31,Leather And Leather Products,3172,"Personal Leather Goods, Except Women's Handbags and Purses"
399,D,Manufacturing,31,Leather And Leather Products,3199,"Leather Goods, Not Elsewhere Classified"
400,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3211,Flat Glass
401,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3220,"GLASS & GLASSWARE, PRESSED OR BLOWN"
402,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3221,Glass Containers
403,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3229,"Pressed and Blown Glass and Glassware, Not Elsewhere Classified"
404,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3231,"Glass Products, Made of Purchased Glass"
405,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3241,"Cement, Hydraulic"
406,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3250,STRUCTURAL CLAY PRODUCTS
407,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3251,Brick and Structural Clay Tile
408,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3253,Ceramic Wall and Floor Tile
409,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3255,Clay Refractories
410,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3259,"Structural Clay Products, Not Elsewhere Classified"
411,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3260,POTTERY & RELATED PRODUCTS
412,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3261,Vitreous China Plumbing Fixtures and China and Earthenware Fittings and Bathroom Accessories
413,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3262,Vitreous China Table and Kitchen Articles
414,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3263,Fine Earthenware (Whiteware) Table and Kitchen Articles
415,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3264,Porcelain Electrical Supplies
416,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3269,"Pottery Products, Not Elsewhere Classified"
417,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3270,"CONCRETE, GYPSUM & PLASTER PRODUCTS"
418,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3271,Concrete Block and Brick
419,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3272,"Concrete Products, Except Block and Brick"
420,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3273,Ready-Mixed Concrete
421,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3274,Lime
422,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3275,Gypsum Products
423,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3281,Cut Stone and Stone Products
424,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3290,"ABRASIVE, ASBESTOS & MISC NONMETALLIC MINERAL PRODS"
425,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3291,Abrasive Products
426,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3292,Asbestos Products
427,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3295,"Minerals and Earths, Ground or Otherwise Treated"
428,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3296,Mineral Wool
429,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3297,Nonclay Refractories
430,D,Manufacturing,32,"Stone, Clay, Glass, And Concrete Products",3299,"Nonmetallic Mineral Products, Not Elsewhere Classified"
431,D,Manufacturing,33,Primary Metal Industries,3310,"STEEL WORKS, BLAST FURNACES & ROLLING & FINISHING MILLS"
432,D,Manufacturing,33,Primary Metal Industries,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills"
433,D,Manufacturing,33,Primary Metal Industries,3313,"Electrometallurgical Products, Except Steel"
434,D,Manufacturing,33,Primary Metal Industries,3315,Steel Wiredrawing and Steel Nails and Spikes
435,D,Manufacturing,33,Primary Metal Industries,3316,"Cold-Rolled Steel Sheet, Strip, and Bars"
436,D,Manufacturing,33,Primary Metal Industries,3317,Steel Pipe and Tubes
437,D,Manufacturing,33,Primary Metal Industries,3320,IRON & STEEL FOUNDRIES
438,D,Manufacturing,33,Primary Metal Industries,3321,Gray and Ductile Iron Foundries
439,D,Manufacturing,33,Primary Metal Industries,3322,Malleable Iron Foundries
440,D,Manufacturing,33,Primary Metal Industries,3324,Steel Investment Foundries
441,D,Manufacturing,33,Primary Metal Industries,3325,"Steel Foundries, Not Elsewhere Classified"
442,D,Manufacturing,33,Primary Metal Industries,3330,PRIMARY SMELTING & REFINING OF NONFERROUS METALS
443,D,Manufacturing,33,Primary Metal Industries,3331,Primary Smelting and Refining of Copper
444,D,Manufacturing,33,Primary Metal Industries,3334,Primary Production of Aluminum
445,D,Manufacturing,33,Primary Metal Industries,3339,"Primary Smelting and Refining of Nonferrous Metals, Except Copper and Aluminum"
446,D,Manufacturing,33,Primary Metal Industries,3341,Secondary Smelting and Refining of Nonferrous Metals
447,D,Manufacturing,33,Primary Metal Industries,3350,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS
448,D,Manufacturing,33,Primary Metal Industries,3351,"Rolling, Drawing, and Extruding Of Copper"
449,D,Manufacturing,33,Primary Metal Industries,3353,"Aluminum Sheet, Plate, and Foil"
450,D,Manufacturing,33,Primary Metal Industries,3354,Aluminum Extruded Products
451,D,Manufacturing,33,Primary Metal Industries,3355,"Aluminum Rolling and Drawing, Not Elsewhere Classified"
452,D,Manufacturing,33,Primary Metal Industries,3356,"Rolling, Drawing, and Extruding of Nonferrous Metals, Except Copper and Aluminum"
453,D,Manufacturing,33,Primary Metal Industries,3357,Drawing and Insulating of Nonferrous Wire
454,D,Manufacturing,33,Primary Metal Industries,3360,NONFERROUS FOUNDRIES (CASTINGS)
455,D,Manufacturing,33,Primary Metal Industries,3363,Aluminum Die-Castings
456,D,Manufacturing,33,Primary Metal Industries,3364,"Nonferrous Die-Castings, Except Aluminum"
457,D,Manufacturing,33,Primary Metal Industries,3365,Aluminum Foundries
458,D,Manufacturing,33,Primary Metal Industries,3366,Copper Foundries
459,D,Manufacturing,33,Primary Metal Industries,3369,"Nonferrous Foundries, Except Aluminum and Copper"
460,D,Manufacturing,33,Primary Metal Industries,3390,MISCELLANEOUS PRIMARY METAL PRODUCTS
461,D,Manufacturing,33,Primary Metal Industries,3398,Metal Heat Treating
462,D,Manufacturing,33,Primary Metal Industries,3399,"Primary Metal Products, Not Elsewhere Classified"
463,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3411,Metal Cans
464,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3412,"Metal Shipping Barrels, Drums, Kegs, and Pails"
465,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3420,"CUTLERY, HANDTOOLS & GENERAL HARDWARE"
466,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3421,Cutlery
467,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3423,"Hand and Edge Tools, Except Machine Tools and Handsaws"
468,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3425,Saw Blades and Handsaws
469,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3429,"Hardware, Not Elsewhere Classified"
470,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3430,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES"
471,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3431,Enameled Iron and Metal Sanitary Ware
472,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3432,Plumbing Fixture Fittings and Trim
473,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3433,"Heating Equipment, Except Electric and Warm Air Furnaces"
474,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3440,FABRICATED STRUCTURAL METAL PRODUCTS
475,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3441,Fabricated Structural Metal
476,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3442,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing"
477,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3443,Fabricated Plate Work (Boiler Shops)
478,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3444,Sheet Metal Work
479,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3446,Architectural and Ornamental Metal Work
480,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3448,Prefabricated Metal Buildings and Components
481,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3449,Miscellaneous Structural Metal Work
482,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3451,Screw Machine Products
483,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3452,"Bolts, Nuts, Screws, Rivets, and Washers"
484,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3460,METAL FORGINGS & STAMPINGS
485,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3462,Iron and Steel Forgings
486,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3463,Nonferrous Forgings
487,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3465,Automotive Stampings
488,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3466,Crowns and Closures
489,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3469,"Metal Stampings, Not Elsewhere Classified"
490,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3470,"COATING, ENGRAVING & ALLIED SERVICES"
491,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3471,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
492,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3479,"Coating, Engraving, and Allied Services, Not Elsewhere Classified"
493,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3480,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)"
494,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3482,Small Arms Ammunition
495,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3483,"Ammunition, Except for Small Arms"
496,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3484,Small Arms
497,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3489,
498,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3490,MISCELLANEOUS FABRICATED METAL PRODUCTS
499,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3491,Industrial Valves
500,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3492,Fluid Power Valves and Hose Fittings
501,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3493,"Steel Springs, Except Wire"
502,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3494,"Valves and Pipe Fittings, Not Elsewhere Classified"
503,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3495,Wire Springs
504,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3496,Miscellaneous Fabricated Wire Products
505,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3497,Metal Foil and Leaf
506,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3498,Fabricated Pipe and Pipe Fittings
507,D,Manufacturing,34,"Fabricated Metal Products, Except Machinery And Transportation Equipment",3499,"Fabricated Metal Products, Not Elsewhere Classified"
508,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3510,ENGINES & TURBINES
509,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3511,"Steam, Gas, and Hydraulic Turbines, and Turbine Generator Set Units"
510,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3519,"Internal Combustion Engines, Not Elsewhere Classified"
511,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3523,Farm Machinery and Equipment
512,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment
513,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3530,"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP"
514,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3531,Construction Machinery and Equipment
515,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3532,"Mining Machinery and Equipment, Except Oil and Gas Field Machinery and Equipment"
516,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3533,Oil and Gas Field Machinery and Equipment
517,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3534,Elevators and Moving Stairways
518,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3535,Conveyors and Conveying Equipment
519,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3536,"Overhead Traveling Cranes, Hoists, and Monorail Systems"
520,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3537,"Industrial Trucks, Tractors, Trailers, and Stackers"
521,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3540,METALWORKG MACHINERY & EQUIPMENT
522,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3541,"Machine Tools, Metal Cutting Types"
523,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3542,"Machine Tools, Metal Forming Types"
524,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3543,Industrial Patterns
525,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3544,"Special Dies and Tools, Die Sets, Jigs and Fixtures, and Industrial Molds"
526,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3545,"Cutting Tools, Machine Tool Accessories, and Machinists' Precision Measuring Devices"
527,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3546,Power-Driven Handtools
528,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3547,Rolling Mill Machinery and Equipment
529,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3548,Electric and Gas Welding and Soldering Equipment
530,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3549,"Metalworking Machinery, Not Elsewhere Classified"
531,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3550,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY)
532,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3552,Textile Machinery
533,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3553,Woodworking Machinery
534,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3554,Paper Industries Machinery
535,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3555,Printing Trades Machinery and Equipment
536,D,Manufacturing,35,Industrial And Commercial Machinery And Computer Equipment,3556,Food Products Machinery
